,IM,EQRecord,MaxDrift,MaxAbsAccel,MaxRelativeAccel,ResDrift,Iffinish
70,0.1,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.00420282 0.00394369 0.00532305],[0.772612 1.02674  1.28731  1.31434 ],[0.      1.44857 1.55613 1.94432],0.000439486,1.0
71,0.3111111111111111,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.010546  0.0126152 0.01165  ],[2.40368 1.9424  1.9449  1.69914],[0.      3.96934 3.28492 3.59215],0.00196209,1.0
72,0.5222222222222223,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.0169112 0.0163181 0.0166915],[4.03475 2.67297 2.42055 1.98727],[0.      4.633   5.78711 4.76664],0.00163711,1.0
73,0.7333333333333333,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.0237203 0.0248078 0.0237626],[5.66582 3.00802 2.90867 2.27434],[0.      6.96731 7.31294 6.20475],0.00222546,1.0
74,0.9444444444444444,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.0314042 0.0323326 0.0279854],[7.29689 3.52326 3.39913 2.29149],[0.      9.88979 7.6079  7.56697],0.00352356,1.0
75,1.1555555555555557,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.0367029 0.0376231 0.0351699],[8.92797 3.95852 3.7103  2.2575 ],[ 0.      11.7572   9.20039  9.16963],0.00142594,1.0
76,1.3666666666666667,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.0493031 0.047532  0.043771 ],[10.559    4.43543  3.81364  2.23087],[ 0.     13.6029 11.9234 10.6545],0.00638375,1.0
77,1.577777777777778,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.0654178 0.0518191 0.0525612],[12.1901   4.47891  3.82219  2.26116],[ 0.     15.2183 14.2424 12.2691],0.011948,1.0
78,1.788888888888889,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.0782151 0.0542237 0.0564637],[13.8212   4.5041   3.86138  2.2488 ],[ 0.     16.7194 16.2205 13.638 ],0.0139941,1.0
79,2.0,Resources/FEMA_P-695_far-field_ground_motions/RSN767_LOMAP_G03000,[0.0907599 0.0558554 0.0575634],[15.4522   4.59831  3.96624  2.25408],[ 0.     18.0678 17.9364 14.87  ],0.018441,1.0
80,0.1,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.00513891 0.00370191 0.00248821],[0.623274 0.982151 1.17632  1.16178 ],[0.       0.979197 1.38951  1.70297 ],0.000337059,1.0
81,0.3111111111111111,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.00990337 0.012527   0.0194644 ],[1.93907 2.52452 2.17917 2.18795],[0.      3.27409 3.64138 3.16951],0.00272968,1.0
82,0.5222222222222223,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.0191861 0.0223023 0.0277367],[3.25488 2.89732 2.86858 2.30656],[0.      3.588   4.81623 4.86891],0.00379938,1.0
83,0.7333333333333333,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.0290267 0.0323707 0.0489352],[4.57068 3.54936 3.40964 2.37328],[0.      6.66869 6.28039 4.6839 ],0.0149642,1.0
84,0.9444444444444444,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.0403706 0.0448531 0.0721977],[5.88648 4.02884 3.76129 2.41334],[0.      8.59535 6.7124  5.79557],0.028454300000000002,1.0
85,1.1555555555555557,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.0634689 0.0578003 0.099103 ],[7.20228 4.49371 3.87049 2.46232],[ 0.      10.3467   8.17343  7.08501],0.0513091,1.0
86,1.3666666666666667,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.0963938 0.0624799 0.115181 ],[8.51808 4.54682 3.9653  2.53086],[ 0.      11.8724  10.8825   8.40179],0.0666475,1.0
87,1.577777777777778,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.134777  0.0674345 0.119722 ],[9.83388 4.60465 4.0042  2.60341],[ 0.      13.2446  13.0896   9.74416],0.0679788,1.0
88,1.788888888888889,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.180441  0.0816585 0.128457 ],[11.1497   4.6842   4.00283  2.67763],[ 0.     14.5489 13.86   10.9884],0.0745957,1.0
89,2.0,Resources/FEMA_P-695_far-field_ground_motions/RSN848_LANDERS_CLW-LN,[0.249769  0.0884673 0.13294  ],[12.4655   4.75623  4.07099  2.7566 ],[ 0.     15.9205 14.6338 12.219 ],0.0968295,1.0
90,0.1,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.00754297 0.00455638 0.00367125],[0.49849 1.74173 1.30922 1.19466],[0.      1.25056 1.15211 1.29104],0.00133032,1.0
91,0.3111111111111111,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.0316679 0.0267127 0.0222868],[1.55086 2.54727 2.84843 2.27619],[0.      2.48809 2.77199 2.43048],0.00254477,1.0
92,0.5222222222222223,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.0839895 0.0594167 0.0376038],[2.60323 3.94141 3.23197 2.52442],[0.      2.5593  2.8356  3.69686],0.0179642,1.0
93,0.7333333333333333,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.146623  0.0868948 0.0993242],[3.6556  4.39151 4.03076 2.82785],[0.      3.98683 3.91143 4.79821],0.0365162,1.0
94,0.9444444444444444,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.154592 0.174278 0.130814],[4.70796 4.88571 4.05271 2.7743 ],[0.      5.98608 4.83096 6.24841],0.05186230000000001,1.0
95,1.1555555555555557,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.23647  0.211277 0.156426],[5.76033 5.00181 4.12877 2.70512],[0.      6.2606  6.27585 7.54159],0.0678954,1.0
96,1.3666666666666667,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.330821 0.247427 0.179469],[6.8127  5.19623 4.3066  2.695  ],[0.      6.95833 8.16403 8.70056],0.09876030000000001,1.0
97,1.577777777777778,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.50325  0.23861  0.155411],[7.86507 5.28958 4.40268 2.6883 ],[0.      7.78339 9.07233 9.75805],0.138872,1.0
98,1.788888888888889,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.680807 0.196308 0.154421],[8.91744 5.3427  4.42922 2.78298],[ 0.       8.27178  9.91895 10.7453 ],0.199153,1.0
99,2.0,Resources/FEMA_P-695_far-field_ground_motions/RSN900_LANDERS_YER270,[0.853765 0.154112 0.158465],[9.96981 5.38873 4.46966 2.90839],[ 0.       8.42826 10.6217  11.7086 ],0.28724099999999997,1.0
100,0.1,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.00598456 0.00390004 0.00255084],[0.429942 1.07772  1.05976  1.16327 ],[0.      1.05352 1.14256 1.28366],0.0007955610000000001,1.0
101,0.3111111111111111,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.0211786 0.017642  0.0268733],[1.3376  2.41101 2.45114 2.27344],[0.      2.03551 2.41157 2.82604],0.00398077,1.0
102,0.5222222222222223,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.034073  0.0392944 0.0457943],[2.24525 3.19793 3.28101 2.45693],[0.      3.06923 4.26189 3.50994],0.006763600000000001,1.0
103,0.7333333333333333,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.0474783 0.065233  0.0497325],[3.15291 4.24531 3.69621 2.5167 ],[0.      4.7819  4.80305 3.58964],0.0113014,1.0
104,0.9444444444444444,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.0615711 0.078017  0.070062 ],[4.06056 4.50248 3.90233 2.57385],[0.      5.05049 6.34101 5.15818],0.00906138,1.0
105,1.1555555555555557,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.09878   0.0901704 0.0874382],[4.96822 4.74209 4.04141 2.6139 ],[0.      5.43333 5.80429 6.01806],0.010374,1.0
106,1.3666666666666667,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.130447  0.108154  0.0872516],[5.87587 4.88618 4.16277 2.58571],[0.      6.82904 6.12134 6.79915],0.0206047,1.0
107,1.577777777777778,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.165471  0.119244  0.0843621],[6.78353 4.91098 4.22417 2.67486],[0.      7.09757 7.71933 7.48553],0.0282416,1.0
108,1.788888888888889,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.193284  0.106802  0.0859157],[7.69118 5.00054 4.25129 2.64664],[0.      7.51906 9.21578 7.45237],0.017781799999999997,1.0
109,2.0,Resources/FEMA_P-695_far-field_ground_motions/RSN953_NORTHR_MUL009,[0.228619  0.117017  0.0836335],[8.59884 5.09252 4.24039 2.67359],[ 0.       9.20394 10.1422   8.37308],0.028023000000000003,1.0
110,0.1,Resources/FEMA_P-695_far-field_ground_motions/RSN960_NORTHR_LOS000,[0.00519203 0.00339936 0.00227499],[0.284456 0.958411 1.06683  1.15628 ],[0.      0.94846 1.13227 1.22121],0.00019198299999999998,1.0
111,0.3111111111111111,Resources/FEMA_P-695_far-field_ground_motions/RSN960_NORTHR_LOS000,[0.0106756  0.00692267 0.00538534],[0.884975 1.4443   1.75255  1.28364 ],[0.      1.62715 1.87341 1.85219],0.00205927,1.0
112,0.5222222222222223,Resources/FEMA_P-695_far-field_ground_motions/RSN960_NORTHR_LOS000,[0.0248869 0.0189087 0.0124509],[1.48549 1.53078 1.55764 1.70044],[0.      1.67753 2.31253 2.36722],0.00677741,1.0
